recorded,RADON_SHORT_TERM_AVG,TEMP,HUMIDITY,PRESSURE,CO2,VOC
,,,,,,
2020-07-12T15:28:05,,80.35,46.5,1005,563,46
,,,,,,
2020-07-12T15:33:05,,79.84,47,1005,661,46
,,,,,,
2020-07-12T15:38:05,,79.5,47,1005,732,46
,,,,,,
2020-07-12T15:43:05,,79.25,47,1005,783,46
,,,,,,
2020-07-12T15:48:05,,79.09,47.5,1005,825,46
,,,,,,
2020-07-12T15:53:05,,79.02,47.5,1005,859,46
,,,,,,
2020-07-12T15:58:05,,79.03,47.5,1005,885,46
,,,,,,
2020-07-12T16:03:05,,78.94,47.5,1005,910,46
,,,,,,
2020-07-12T16:08:05,,78.87,47.5,1005,929,46
,,,,,,
2020-07-12T16:13:05,,78.76,47.5,1005,946,46
,,,,,,
2020-07-12T16:18:05,,78.6,47.5,1005,956,46
,,,,,,
2020-07-12T16:23:05,0,78.44,47.5,1005,965,46
,,,,,,
2020-07-12T16:28:05,,78.26,47.5,1005,972,46
,,,,,,
2020-07-12T16:33:05,,78.17,48,1005,977,46
,,,,,,
2020-07-12T16:38:05,,78.42,49.5,1005,980,46
,,,,,,
2020-07-12T16:43:05,,78.67,51,1005,985,46
,,,,,,
2020-07-12T16:48:05,,78.76,51,1005,984,46
,,,,,,
2020-07-12T16:53:05,,78.55,50.5,1005,986,46
,,,,,,
2020-07-12T16:58:05,,78.33,50,1005,986,46
,,,,,,
2020-07-12T17:03:05,,78.13,49.5,1005,988,46
,,,,,,
2020-07-12T17:08:05,,78.01,49,1005,986,46
,,,,,,
2020-07-12T17:13:05,,77.92,49,1005,984,46
,,,,,,
2020-07-12T17:18:05,,77.97,50,1005,984,46
,,,,,,
2020-07-12T17:23:05,0,78.24,51.5,1005,986,46
,,,,,,
2020-07-12T17:28:05,,78.46,53,1005,987,46
,,,,,,
2020-07-12T17:33:05,,78.31,52,1005,988,52
,,,,,,
2020-07-12T17:38:05,,78.1,51,1005,990,46
,,,,,,
2020-07-12T17:43:05,,77.88,50.5,1005,989,52
,,,,,,
2020-07-12T17:48:05,,77.77,50.5,1005,986,46
,,,,,,
2020-07-12T17:53:05,,78.06,52,1005,979,46
,,,,,,
2020-07-12T17:58:05,,78.37,53.5,1005,977,46
,,,,,,
2020-07-12T18:03:05,,78.37,53,1005,970,46
,,,,,,
2020-07-12T18:08:05,,78.28,52.5,1005,969,56
,,,,,,
2020-07-12T18:13:05,,78.21,52,1005,968,103
,,,,,,
2020-07-12T18:18:05,,78.13,51.5,1005,969,93
,,,,,,
2020-07-12T18:23:05,0,78.17,51.5,1005,972,103
,,,,,,
2020-07-12T18:28:05,,78.53,52,1005,969,88
,,,,,,
2020-07-12T18:33:05,,78.82,52,1005,966,76
,,,,,,
2020-07-12T18:38:05,,79.05,52.5,1005,964,78
,,,,,,
2020-07-12T18:43:05,,79.25,52.5,1005,962,61
,,,,,,
2020-07-12T18:48:05,,79.45,53,1005,962,46
,,,,,,
2020-07-12T18:53:05,,79.63,53.5,1005,971,46
,,,,,,
2020-07-12T18:58:05,,79.81,54,1005,975,46
,,,,,,
2020-07-12T19:03:05,,79.95,54.5,1005,982,46
,,,,,,
2020-07-12T19:08:05,,80.1,54.5,1005,986,46
,,,,,,
2020-07-12T19:13:05,,80.22,55,1004,984,46
,,,,,,
2020-07-12T19:18:05,,80.33,55,1004,982,46
,,,,,,
2020-07-12T19:23:05,0,80.4,55,1004,984,46
,,,,,,
2020-07-12T19:28:05,,80.49,55,1004,983,54
,,,,,,
2020-07-12T19:33:05,,80.6,55.5,1004,984,46
,,,,,,
2020-07-12T19:38:05,,80.67,55.5,1004,987,46
,,,,,,
2020-07-12T19:43:05,,80.74,55.5,1004,988,59
,,,,,,
2020-07-12T19:48:05,,80.83,55.5,1004,986,61
,,,,,,
2020-07-12T19:53:05,,80.91,55.5,1004,984,52
,,,,,,
2020-07-12T19:58:05,,81,55.5,1004,980,46
,,,,,,
2020-07-12T20:03:05,,80.91,54.5,1004,975,54
,,,,,,
2020-07-12T20:08:05,,80.73,53.5,1004,966,63
,,,,,,
2020-07-12T20:13:05,,80.58,53,1004,957,78
,,,,,,
2020-07-12T20:18:05,,80.44,52,1004,946,82
,,,,,,
2020-07-12T20:23:05,0,80.35,51.5,1004,936,97
,,,,,,
2020-07-12T20:28:05,,80.26,51,1004,929,118
,,,,,,
2020-07-12T20:33:05,,80.17,50.5,1004,921,136
,,,,,,
2020-07-12T20:38:05,,80.13,50,1004,917,144
,,,,,,
2020-07-12T20:43:05,,80.1,49.5,1004,907,159
,,,,,,
2020-07-12T20:48:05,,80.01,49,1004,902,169
,,,,,,
2020-07-12T20:53:05,,79.95,48.5,1004,893,184
,,,,,,
2020-07-12T20:58:05,,79.88,48.5,1004,891,208
,,,,,,
2020-07-12T21:03:05,,79.84,48,1004,898,232
,,,,,,
2020-07-12T21:08:05,,79.83,47.5,1004,904,256
,,,,,,
2020-07-12T21:13:05,,79.81,47.5,1004,908,253
,,,,,,
2020-07-12T21:18:05,,79.81,48.5,1004,904,250
,,,,,,
2020-07-12T21:23:05,0,79.59,48,1004,898,259
,,,,,,
2020-07-12T21:28:05,,79.36,47.5,1004,896,301
,,,,,,
2020-07-12T21:33:05,,79.16,47,1004,891,373
,,,,,,
2020-07-12T21:38:05,,78.93,46.5,1004,886,384
,,,,,,
2020-07-12T21:43:05,,78.75,46,1004,882,431
,,,,,,
2020-07-12T21:48:05,,78.58,46,1004,877,438
,,,,,,
2020-07-12T21:53:05,,78.42,45.5,1004,871,462
,,,,,,
2020-07-12T21:58:05,,78.26,45,1004,866,483
,,,,,,
2020-07-12T22:03:05,,78.13,45,1004,857,490
,,,,,,
2020-07-12T22:08:05,,77.97,45,1004,854,483
,,,,,,
2020-07-12T22:13:05,,78.21,46.5,1004,851,476
,,,,,,
2020-07-12T22:18:05,,78.62,47,1004,846,428
,,,,,,
2020-07-12T22:23:05,0,78.84,47.5,1004,844,397
,,,,,,
2020-07-12T22:28:05,,79.09,48,1004,845,394
,,,,,,
2020-07-12T22:33:05,,79.27,49,1004,839,370
,,,,,,
2020-07-12T22:38:05,,79.43,49,1004,836,345
,,,,,,
2020-07-12T22:43:05,,79.61,49.5,1004,835,339
,,,,,,
2020-07-12T22:48:05,,79.81,49.5,1004,832,328
,,,,,,
2020-07-12T22:53:05,,79.97,50,1004,827,315
,,,,,,
2020-07-12T22:58:05,,80.15,50,1004,823,301
,,,,,,
2020-07-12T23:03:05,,80.28,50,1004,822,304
,,,,,,
2020-07-12T23:08:05,,80.4,50.5,1004,818,284
,,,,,,
2020-07-12T23:13:05,,80.49,50.5,1004,814,277
,,,,,,
2020-07-12T23:18:05,,80.53,50.5,1004,815,290
,,,,,,
2020-07-12T23:23:05,0,80.65,51,1004,814,287
,,,,,,
2020-07-12T23:28:05,,80.73,51,1004,813,284
,,,,,,
2020-07-12T23:33:05,,80.8,51,1004,813,308
,,,,,,
2020-07-12T23:38:05,,80.87,51,1004,810,273
,,,,,,
2020-07-12T23:43:05,,80.91,51,1005,806,267
,,,,,,
2020-07-12T23:48:05,,81,51,1005,804,277
,,,,,,
2020-07-12T23:53:05,,81.07,51.5,1005,805,277
,,,,,,
2020-07-12T23:58:05,,81.18,51.5,1005,820,287
,,,,,,
2020-07-13T00:03:05,,81.3,52,1005,841,287
,,,,,,
2020-07-13T00:08:05,,81.39,52.5,1005,873,277
,,,,,,
2020-07-13T00:13:05,,81.54,53.5,1005,920,345
,,,,,,
2020-07-13T00:18:05,,81.7,54.5,1005,990,425
,,,,,,
2020-07-13T00:23:05,0,81.86,55.5,1005,1059,442
,,,,,,
2020-07-13T00:28:05,,82,56,1005,1117,431
,,,,,,
2020-07-13T00:33:05,,81.95,55.5,1005,1178,401
,,,,,,
2020-07-13T00:38:05,,81.63,54.5,1005,1251,438
,,,,,,
2020-07-13T00:43:05,,81.37,54,1005,1337,615
,,,,,,
2020-07-13T00:48:05,,81.32,53.5,1005,1469,917
,,,,,,
2020-07-13T00:53:05,,81.43,54.5,1005,1649,1036
,,,,,,
2020-07-13T00:58:05,,81.48,54.5,1005,1839,1089
,,,,,,
2020-07-13T01:03:05,,81.52,54.5,1005,2017,1115
,,,,,,
2020-07-13T01:08:05,,81.54,54,1006,2171,1077
,,,,,,
2020-07-13T01:13:05,,81.45,53.5,1006,2284,1094
,,,,,,
2020-07-13T01:18:05,,81.27,52.5,1006,2355,1189
,,,,,,
2020-07-13T01:23:05,0,81.05,51.5,1006,2387,1288
,,,,,,
2020-07-13T01:28:05,,80.87,50.5,1006,2395,1383
,,,,,,
2020-07-13T01:33:05,,80.69,50,1006,2386,1460
,,,,,,
2020-07-13T01:38:05,,80.56,49.5,1006,2365,1490
,,,,,,
2020-07-13T01:43:05,,80.38,49,1006,2332,1436
,,,,,,
2020-07-13T01:48:05,,80.17,49,1007,2284,1399
,,,,,,
2020-07-13T01:53:05,,79.99,48.5,1006,2225,1383
,,,,,,
2020-07-13T01:58:05,,79.84,48,1006,2166,1409
,,,,,,
2020-07-13T02:03:05,,79.68,47.5,1006,2112,1367
,,,,,,
2020-07-13T02:08:05,,79.52,47.5,1006,2062,1347
,,,,,,
2020-07-13T02:13:05,,79.36,47,1006,2011,1362
,,,,,,
2020-07-13T02:18:05,,79.23,47,1006,1967,1367
,,,,,,
2020-07-13T02:23:05,0,79.11,46.5,1006,1925,1325
,,,,,,
2020-07-13T02:28:05,,78.96,46.5,1006,1891,1325
,,,,,,
2020-07-13T02:33:05,,78.82,46,1006,1856,1309
,,,,,,
2020-07-13T02:38:05,,78.71,46,1006,1824,1278
,,,,,,
2020-07-13T02:43:05,,78.62,46,1006,1788,1235
,,,,,,
2020-07-13T02:48:05,,78.51,46,1006,1751,1235
,,,,,,
2020-07-13T02:53:05,,78.42,45.5,1007,1717,1235
,,,,,,
2020-07-13T02:58:05,,78.33,45.5,1007,1684,1209
,,,,,,
2020-07-13T03:03:05,,78.33,46,1007,1643,1230
,,,,,,
2020-07-13T03:08:05,,78.48,46.5,1007,1602,1209
,,,,,,
2020-07-13T03:13:05,,78.93,47.5,1007,1557,1115
,,,,,,
2020-07-13T03:18:05,,79.38,48,1007,1515,1084
,,,,,,
2020-07-13T03:23:05,0,79.72,48,1007,1479,1046
,,,,,,
2020-07-13T03:28:05,,79.95,48.5,1007,1456,978
,,,,,,
2020-07-13T03:33:05,,80.11,49,1007,1437,921
,,,,,,
2020-07-13T03:38:05,,80.28,49.5,1007,1421,908
,,,,,,
2020-07-13T03:43:05,,80.87,52.5,1007,1406,805
,,,,,,
2020-07-13T03:48:05,,81.86,50,1007,1416,765
,,,,,,
2020-07-13T03:53:05,,81.59,51,1007,1382,694
,,,,,,
2020-07-13T03:58:05,,81.41,51.5,1007,1339,637
,,,,,,
2020-07-13T04:03:05,,81.34,52,1007,1301,615
,,,,,,
2020-07-13T04:08:05,,81.3,52,1007,1275,601
,,,,,,
2020-07-13T04:13:05,,81.27,52,1007,1262,605
,,,,,,
2020-07-13T04:18:05,,81.19,52.5,1007,1248,565
,,,,,,
2020-07-13T04:23:05,0,81.16,52.5,1007,1238,556
,,,,,,
2020-07-13T04:28:05,,81.14,52.5,1007,1227,565
,,,,,,
2020-07-13T04:33:05,,81.12,52.5,1007,1216,552
,,,,,,
2020-07-13T04:38:05,,81.12,52.5,1007,1206,556
,,,,,,
2020-07-13T04:43:05,,81.09,52.5,1007,1194,538
,,,,,,
2020-07-13T04:48:05,,81.09,52.5,1007,1183,538
,,,,,,
2020-07-13T04:53:05,,81.09,52.5,1007,1170,526
,,,,,,
2020-07-13T04:58:05,,81.1,53,1007,1153,534
,,,,,,
2020-07-13T05:03:05,,81.12,53,1007,1135,497
,,,,,,
2020-07-13T05:08:05,,81.1,53,1007,1113,483
,,,,,,
2020-07-13T05:13:05,,81.09,53.5,1007,1087,445
,,,,,,
2020-07-13T05:18:05,,81.05,53.5,1007,1060,456
,,,,,,
2020-07-13T05:23:05,0,81.03,53.5,1007,1037,431
,,,,,,
2020-07-13T05:28:05,,81,53.5,1007,1018,431
,,,,,,
2020-07-13T05:33:05,,80.98,53.5,1007,998,418
,,,,,,
2020-07-13T05:38:05,,80.94,53.5,1007,980,401
,,,,,,
2020-07-13T05:43:05,,80.94,54,1007,960,390
,,,,,,
2020-07-13T05:48:05,,80.92,54,1007,943,390
,,,,,,
2020-07-13T05:53:05,,80.92,54,1007,931,404
,,,,,,
2020-07-13T05:58:05,,80.91,54,1007,918,384
,,,,,,
2020-07-13T06:03:05,,80.87,54,1007,909,362
,,,,,,
2020-07-13T06:08:05,,80.87,54,1007,896,370
,,,,,,
2020-07-13T06:13:05,,80.87,54.5,1007,887,359
,,,,,,
2020-07-13T06:18:05,,80.85,54,1006,886,356
,,,,,,
2020-07-13T06:23:05,0,80.85,54.5,1006,883,362
,,,,,,
2020-07-13T06:28:05,,80.85,54.5,1006,880,367
,,,,,,
2020-07-13T06:33:05,,80.89,54.5,1006,879,349
,,,,,,
2020-07-13T06:38:05,,80.91,54.5,1006,879,370
,,,,,,
2020-07-13T06:43:05,,80.91,54.5,1006,880,359
,,,,,,
2020-07-13T06:48:05,,80.92,54.5,1006,879,373
,,,,,,
2020-07-13T06:53:05,,80.94,54.5,1006,876,359
,,,,,,
2020-07-13T06:58:05,,80.94,54.5,1006,872,367
,,,,,,
2020-07-13T07:03:05,,80.92,54.5,1006,870,376
,,,,,,
2020-07-13T07:08:05,,80.94,55,1006,863,362
,,,,,,
2020-07-13T07:13:05,,80.94,55,1006,858,367
,,,,,,
2020-07-13T07:18:05,,80.91,55,1006,855,362
,,,,,,
2020-07-13T07:23:05,0,80.89,55,1006,852,362
,,,,,,
2020-07-13T07:28:05,,80.91,55,1006,848,345
,,,,,,
2020-07-13T07:33:05,,80.91,55,1005,844,345
,,,,,,
2020-07-13T07:38:05,,80.91,55,1005,842,353
,,,,,,
2020-07-13T07:43:05,,80.89,55,1005,840,349
,,,,,,
2020-07-13T07:48:05,,80.89,55.5,1006,837,345
,,,,,,
2020-07-13T07:53:05,,80.89,55.5,1005,839,362
,,,,,,
2020-07-13T07:58:05,,80.89,55.5,1005,841,353
,,,,,,
2020-07-13T08:03:05,,80.87,55.5,1005,844,370
,,,,,,
2020-07-13T08:08:05,,80.89,55.5,1006,850,353
,,,,,,
2020-07-13T08:13:05,,80.92,55.5,1006,854,362
,,,,,,
2020-07-13T08:18:05,,80.92,55.5,1006,859,370
,,,,,,
2020-07-13T08:23:05,0,80.94,55.5,1006,864,367
,,,,,,
2020-07-13T08:28:05,,80.98,55.5,1006,867,362
,,,,,,
2020-07-13T08:33:05,,81.01,55.5,1006,866,356
,,,,,,
2020-07-13T08:38:05,,81.01,55.5,1006,864,359
,,,,,,
2020-07-13T08:43:05,,81,55.5,1006,865,356
,,,,,,
2020-07-13T08:48:05,,80.98,55.5,1006,862,359
,,,,,,
2020-07-13T08:53:05,,81,56,1006,856,342
,,,,,,
2020-07-13T08:58:05,,80.98,56,1006,853,356
,,,,,,
2020-07-13T09:03:05,,81,56,1006,852,353
,,,,,,
2020-07-13T09:08:05,,80.98,56,1006,847,328
,,,,,,
2020-07-13T09:13:05,,80.98,56,1006,846,342
,,,,,,
2020-07-13T09:18:05,,80.94,56.5,1006,840,339
,,,,,,
2020-07-13T09:23:05,0.03,80.94,56.5,1006,834,332
,,,,,,
2020-07-13T09:28:05,,80.94,56,1006,832,322
,,,,,,
2020-07-13T09:33:05,,80.92,56,1006,827,325
,,,,,,
2020-07-13T09:38:05,,80.91,56.5,1006,823,304
,,,,,,
2020-07-13T09:43:05,,80.91,56.5,1007,819,315
,,,,,,
2020-07-13T09:48:05,,80.89,56.5,1007,821,342
,,,,,,
2020-07-13T09:53:05,,80.91,56,1007,827,345
,,,,,,
2020-07-13T09:58:05,,80.92,56,1007,832,356
,,,,,,
2020-07-13T10:03:05,,80.92,56,1007,836,359
,,,,,,
2020-07-13T10:08:05,,80.98,56,1007,838,359
,,,,,,
2020-07-13T10:13:05,,81,56,1007,834,342
,,,,,,
2020-07-13T10:18:05,,80.98,56,1007,835,353
,,,,,,
2020-07-13T10:23:05,0.24,81,56.5,1007,829,359
,,,,,,
2020-07-13T10:28:05,,81,56.5,1007,830,353
,,,,,,
2020-07-13T10:33:05,,80.98,56.5,1007,831,349
,,,,,,
2020-07-13T10:38:05,,80.98,56.5,1007,827,370
,,,,,,
2020-07-13T10:43:05,,80.98,56.5,1007,822,367
,,,,,,
2020-07-13T10:48:05,,80.96,56.5,1007,822,356
,,,,,,
2020-07-13T10:53:05,,80.94,56.5,1007,823,367
,,,,,,
2020-07-13T10:58:05,,80.92,56.5,1007,824,353
,,,,,,
2020-07-13T11:03:05,,80.92,56.5,1007,826,390
,,,,,,
2020-07-13T11:08:05,,80.91,57,1007,819,342
,,,,,,
2020-07-13T11:13:05,,80.92,57.5,1007,810,311
,,,,,,
2020-07-13T11:18:05,,80.94,57.5,1007,801,304
,,,,,,
2020-07-13T11:23:05,0.3,80.94,57.5,1007,793,294
,,,,,,
2020-07-13T11:28:05,,80.94,57.5,1007,793,294
,,,,,,
2020-07-13T11:33:05,,80.96,57,1007,799,308
,,,,,,
2020-07-13T11:38:05,,80.96,57,1007,807,339
,,,,,,
2020-07-13T11:43:05,,80.98,56.5,1007,818,370
,,,,,,
2020-07-13T11:48:05,,80.98,56.5,1007,827,370
,,,,,,
2020-07-13T11:53:05,,81,56.5,1007,831,362
,,,,,,
2020-07-13T11:58:05,,81.05,56.5,1007,835,345
,,,,,,
2020-07-13T12:03:05,,81.07,56.5,1007,835,362
,,,,,,
2020-07-13T12:08:05,,81.09,56.5,1007,837,376
,,,,,,
2020-07-13T12:13:05,,81.09,56.5,1007,832,356
,,,,,,
2020-07-13T12:18:05,,81.07,56.5,1007,831,359
,,,,,,
2020-07-13T12:23:05,0.3,81.09,57,1007,824,332
,,,,,,
2020-07-13T12:28:05,,81.1,57,1007,827,339
,,,,,,
2020-07-13T12:33:05,,81.01,57,1007,860,801
,,,,,,
2020-07-13T12:38:05,,80.92,57.5,1007,896,1753
,,,,,,
2020-07-13T12:43:05,,80.89,58,1007,935,2041
,,,,,,
2020-07-13T12:48:05,,80.94,58,1007,970,2020
,,,,,,
2020-07-13T12:53:05,,81.01,58.5,1007,996,1968
,,,,,,
2020-07-13T12:58:05,,80.8,57.5,1007,1016,1890
,,,,,,
2020-07-13T13:03:05,,80.44,57,1007,1030,1813
,,,,,,
2020-07-13T13:08:05,,80.29,57.5,1007,1038,1694
,,,,,,
2020-07-13T13:13:05,,80.37,58,1007,1040,1544
,,,,,,
2020-07-13T13:18:05,,80.51,58.5,1007,1038,1455
,,,,,,
2020-07-13T13:23:05,0.41,80.47,58,1007,1037,1367
,,,,,,
2020-07-13T13:28:05,,80.19,57.5,1007,1029,1357
,,,,,,
2020-07-13T13:33:05,,80.13,58,1007,1026,1278
,,,,,,
2020-07-13T13:38:05,,80.17,58.5,1007,1025,1204
,,,,,,
2020-07-13T13:43:05,,80.29,59,1007,1024,1141
,,,,,,
2020-07-13T13:48:05,,80.47,59,1007,1022,1046
,,,,,,
2020-07-13T13:53:05,,80.6,59,1007,1020,1025
,,,,,,
2020-07-13T13:58:05,,80.71,59,1007,1022,952
,,,,,,
2020-07-13T14:03:05,,80.62,58,1007,1019,904
,,,,,,
2020-07-13T14:08:05,,80.51,57.5,1007,1018,872
,,,,,,
2020-07-13T14:13:05,,80.31,57,1007,1020,842
,,,,,,
2020-07-13T14:18:05,,80.24,57.5,1007,1022,801
,,,,,,
2020-07-13T14:23:05,0.43,80.2,58.5,1007,1018,752
,,,,,,
2020-07-13T14:28:05,,80.28,59,1007,1012,704
,,,,,,
2020-07-13T14:33:05,,80.38,59,1007,1007,672
,,,,,,
2020-07-13T14:38:05,,80.51,59,1007,1002,645
,,,,,,
2020-07-13T14:43:05,,80.62,59,1007,993,601
,,,,,,
2020-07-13T14:48:05,,80.47,58,1007,983,597
,,,,,,
2020-07-13T14:53:05,,80.22,57,1007,971,592
,,,,,,
2020-07-13T14:58:05,,80.17,57.5,1007,961,587
,,,,,,
2020-07-13T15:03:05,,80.2,58,1007,949,530
,,,,,,
2020-07-13T15:08:05,,80.26,58.5,1007,941,493
,,,,,,
2020-07-13T15:13:05,,80.37,58.5,1007,931,497
,,,,,,
2020-07-13T15:18:05,,80.46,58.5,1007,917,462
,,,,,,
2020-07-13T15:23:05,0.43,80.24,57.5,1007,908,459
,,,,,,
2020-07-13T15:28:05,,80.13,58,1007,901,465
,,,,,,
2020-07-13T15:33:05,,80.15,58.5,1007,894,448
,,,,,,
2020-07-13T15:38:05,,80.24,59,1007,891,442
,,,,,,
2020-07-13T15:43:05,,80.38,59,1007,884,394
,,,,,,
2020-07-13T15:48:05,,80.26,58,1007,881,414
,,,,,,
2020-07-13T15:53:05,,80.08,58,1007,878,411
,,,,,,
2020-07-13T15:58:05,,80.1,58.5,1007,872,407
,,,,,,
2020-07-13T16:03:05,,80.17,59,1007,863,384
,,,,,,
2020-07-13T16:08:05,,80.29,59,1007,862,367
,,,,,,
2020-07-13T16:13:05,,80.22,58,1007,860,373
,,,,,,
2020-07-13T16:18:05,,80.04,58,1007,857,404
,,,,,,
2020-07-13T16:23:05,0.43,80.02,58.5,1007,853,356
,,,,,,
2020-07-13T16:28:05,,80.08,59,1007,849,353
,,,,,,
2020-07-13T16:33:05,,80.19,59.5,1007,846,322
,,,,,,
2020-07-13T16:38:05,,80.26,59,1007,843,322
,,,,,,
2020-07-13T16:43:05,,80.08,57.5,1007,841,353
,,,,,,
2020-07-13T16:48:05,,79.92,58,1007,838,345
,,,,,,
2020-07-13T16:53:05,,79.97,58.5,1007,836,328
,,,,,,
2020-07-13T16:58:05,,80.02,59,1007,835,318
,,,,,,
2020-07-13T17:03:05,,80.13,59,1007,834,281
,,,,,,
2020-07-13T17:08:05,,80.13,59,1007,843,322
,,,,,,
2020-07-13T17:13:05,,80.15,58,1007,884,328
,,,,,,
2020-07-13T17:18:05,,80.08,57,1007,928,349
,,,,,,
2020-07-13T17:23:05,0.43,80.06,56,1007,971,345
,,,,,,
2020-07-13T17:28:05,,80.13,56.5,1007,998,342
,,,,,,
2020-07-13T17:33:05,,80.22,57.5,1007,1015,349
,,,,,,
2020-07-13T17:38:05,,80.31,58,1007,1026,332
,,,,,,
2020-07-13T17:43:05,,80.35,57,1007,1035,362
,,,,,,
2020-07-13T17:48:05,,80.28,56,1007,1029,353
,,,,,,
2020-07-13T17:53:05,,80.15,55,1007,1020,367
,,,,,,
2020-07-13T17:58:05,,80.01,56,1007,1010,328
,,,,,,
2020-07-13T18:03:05,,80.13,57,1007,1001,301
,,,,,,
2020-07-13T18:08:05,,80.15,57.5,1007,996,308
,,,,,,
2020-07-13T18:13:05,,80.15,57.5,1007,987,308
,,,,,,
2020-07-13T18:18:05,,80.11,56.5,1007,983,311
,,,,,,
2020-07-13T18:23:05,0.46,79.92,55.5,1007,979,328
,,,,,,
2020-07-13T18:28:05,,79.97,56.5,1007,978,318
,,,,,,
2020-07-13T18:33:05,,80.08,57,1007,980,294
,,,,,,
2020-07-13T18:38:05,,80.24,57.5,1007,982,270
,,,,,,
2020-07-13T18:43:05,,80.33,57.5,1007,984,284
,,,,,,
2020-07-13T18:48:05,,80.17,56.5,1007,988,294
,,,,,,
2020-07-13T18:53:05,,80.15,56.5,1007,988,287
,,,,,,
2020-07-13T18:58:05,,80.35,57,1007,988,284
,,,,,,
2020-07-13T19:03:05,,80.49,57.5,1007,988,264
,,,,,,
2020-07-13T19:08:05,,80.53,57,1007,987,284
,,,,,,
2020-07-13T19:13:05,,80.42,56.5,1007,981,277
,,,,,,
2020-07-13T19:18:05,,80.35,55.5,1007,977,298
,,,,,,
2020-07-13T19:23:05,0.46,80.22,55,1007,973,325
,,,,,,
2020-07-13T19:28:05,,80.24,55,1007,970,308
,,,,,,
2020-07-13T19:33:05,,80.37,55.5,1007,969,287
,,,,,,
2020-07-13T19:38:05,,80.51,56.5,1007,964,277
,,,,,,
2020-07-13T19:43:05,,80.6,56.5,1007,962,273
,,,,,,
2020-07-13T19:48:05,,80.51,56,1007,959,259
,,,,,,
2020-07-13T19:53:05,,80.42,55.5,1007,958,277
,,,,,,
2020-07-13T19:58:05,,80.33,54.5,1007,955,290
,,,,,,
2020-07-13T20:03:05,,80.35,55,1006,951,273
,,,,,,
2020-07-13T20:08:05,,80.46,55.5,1007,950,264
,,,,,,
2020-07-13T20:13:05,,80.58,56.5,1007,952,256
,,,,,,
2020-07-13T20:18:05,,80.65,56,1007,953,246
,,,,,,
2020-07-13T20:23:05,0.46,80.53,55.5,1007,953,277
,,,,,,
2020-07-13T20:28:05,,80.4,54.5,1007,952,281
,,,,,,
2020-07-13T20:33:05,,80.28,54,1007,956,290
,,,,,,
2020-07-13T20:38:05,,80.26,54.5,1007,959,298
,,,,,,
2020-07-13T20:43:05,,80.33,55,1007,966,273
,,,,,,
2020-07-13T20:48:05,,80.44,55.5,1007,970,264
,,,,,,
2020-07-13T20:53:05,,80.53,56,1007,974,246
,,,,,,
2020-07-13T20:58:05,,80.49,55.5,1007,977,264
,,,,,,
2020-07-13T21:03:05,,80.42,55,1007,974,256
,,,,,,
2020-07-13T21:08:05,,80.46,55,1007,972,253
,,,,,,
2020-07-13T21:13:05,,80.53,54,1007,965,264
,,,,,,
2020-07-13T21:18:05,,80.53,53,1007,961,273
,,,,,,
2020-07-13T21:23:05,0.46,80.49,52.5,1007,957,287
,,,,,,
2020-07-13T21:28:05,,80.44,51.5,1007,953,308
,,,,,,
2020-07-13T21:33:05,,80.44,51,1007,949,315
,,,,,,
2020-07-13T21:38:05,,80.42,50.5,1007,947,328
,,,,,,
2020-07-13T21:43:05,,80.35,50,1007,946,311
,,,,,,
2020-07-13T21:48:05,,80.22,50,1007,943,308
,,,,,,
2020-07-13T21:53:05,,80.2,49.5,1007,938,325
,,,,,,
2020-07-13T21:58:05,,80.17,49.5,1007,931,342
,,,,,,
2020-07-13T22:03:05,,80.13,49,1007,923,349
,,,,,,
2020-07-13T22:08:05,,80.1,48.5,1007,912,342
,,,,,,
2020-07-13T22:13:05,,80.04,48.5,1007,906,335
,,,,,,
2020-07-13T22:18:05,,79.95,48,1007,897,353
,,,,,,
2020-07-13T22:23:05,0.49,79.88,48,1007,885,335
,,,,,,
2020-07-13T22:28:05,,79.95,48,1007,875,349
,,,,,,
2020-07-13T22:33:05,,80.06,48.5,1007,875,318
,,,,,,
2020-07-13T22:38:05,,80.04,49,1007,873,325
,,,,,,
2020-07-13T22:43:05,,79.93,49,1007,871,318
,,,,,,
2020-07-13T22:48:05,,79.86,49.5,1007,877,318
,,,,,,
2020-07-13T22:53:05,,79.54,48.5,1007,886,311
,,,,,,
2020-07-13T22:58:05,,79.05,48.5,1007,903,394
,,,,,,
2020-07-13T23:03:05,,78.82,48,1007,916,425
,,,,,,
2020-07-13T23:08:05,,78.76,48.5,1007,934,452
,,,,,,
2020-07-13T23:13:05,,78.6,48,1007,950,465
,,,,,,
2020-07-13T23:18:05,,78.44,47.5,1007,966,497
,,,,,,
2020-07-13T23:23:05,0.49,78.28,47.5,1007,981,570
,,,,,,
2020-07-13T23:28:05,,78.12,47.5,1007,991,605
,,,,,,
2020-07-13T23:33:05,,77.97,47,1007,1001,659
,,,,,,
2020-07-13T23:38:05,,77.9,47,1007,1008,686
,,,,,,
2020-07-13T23:43:05,,77.86,46.5,1008,1016,739
,,,,,,
2020-07-13T23:48:05,,77.76,46.5,1008,1022,797
,,,,,,
2020-07-13T23:53:05,,77.61,46.5,1008,1026,882
,,,,,,
2020-07-13T23:58:05,,77.52,46.5,1008,1032,868
,,,,,,
2020-07-14T00:03:05,,77.43,46.5,1008,1034,854
,,,,,,
